text,bad/good
Owner of deaddiction centre in Delhi booked after inmate alleges torture,0
Punjab: First all-women de-addiction centre opens at Kapurthala civil hospital,0
Punjab: CM Amarinder Singh suspends Naib tehsildar for corruption,0
Punjab govt school heads asked to counsel at least two students daily against drug abuse,0
Business rivalry led to contract killing of Latur coaching centre’s director: police,0
"Rameswaram: Huge cache of arms found, believed to be from LTTE era",0
Country is going through ‘Super Emergency’: Derek O’ Brien,0
Law Ministry approves changes to three laws to help NRIs’ wives facing marital hardships,0
"In relief to farmers, Himachal Pradesh withdraws  tax on fruits, veggie",0
Aircel-Maxis case: Supreme Court to hear Subramanian Swamy’s plea against ED officer today,0
"Haryana to hire 1,000 former servicemen to deploy on night duty in Gurgaon",0
Congress hits back over PM’s remarks on Emergency: Modi crueller than Aurangzeb,0
"‘Housing societies in Haryana can’t charge more than Rs 10,000 as transfer fee’",0
Congress still influenced by Emergency: Ravi Shankar Prasad,0
"Mumbai: Bandra building security guard falls into lift shaft, dies",0
"Constitution misused for a family, says PM Modi on 43rd anniversary of Emergency",0
"Sand mining in Punjab: Navjot Singh Sidhu wants new policy, CM Amarinder Singh says no hurry",0
Bitcoin extortion case: Gujarat CID arrests three constables,0
"Jaitley: Serious doubts if parties following Lohia, Nehru can work together in long run",0
"TMC says country now facing ‘super emergency’, accuses Centre of silencing Opposition",0
Mahrashtra CM Fadnavis inaugurates institute dedicated to Maratha community,0
"DSK cheating case: Bank of Maharashtra CEO’s bail plea to be heard today, Sharad Pawar says arrest impulsive",0
"After setbacks, Naxals may retaliate with attacks ahead of Maharashtra’s monsoon session",0
"Can take down election content after campaign ends, Facebook tells Election Commission",0
PNB fraud case: Court allows ED plea on Nirav Modi extradition to India,0
Defence Ministry sets up committee to check HAL’s ‘high bill’ for Tejas Mark1A,0
"Build Ayodhya temple as soon as possible, says Uma Bharti",0
Jharkhand: Six Jaguar Force jawans killed in Maoist landmine blast,0
Plastic ban tool to collect funds for polls: Raj Thackeray,0
"Distorting history BJP’s occupation, says CPM’s Sitaram Yechury",0
"Kerala to intensify raids as 28,000 kg formalin-laced fish seized",0
IIT-Delhi chairman to govt: Refer Subramanian Swamy dispute to experts,0
"BJP ‘removed mask’ in Kashmir with an eye on polls, says Shiv Sena",0
Nitish Kumar: I would rather die than end prohibition,0
"Patthalgadi supporters, police locked in stand-off in Jharkhand",0
Parliamentary affairs minister attacking Opposition a new trend: Rajya Sabha Deputy Chairman P J Kurien,0
MHA issues new guidelines for PM Modi’s security,0
"In Karnataka, Congress-JDS alliance feels first strains",0
"Darjeeling DM writes to govt: Bimal Gurung’s daughter failed Class X exam, impersonated another to finish school",0
"Kumbh Mela should be organised on grand scale as religious, cultural event: RSS",0
Woman lynched over child-lifting rumours in Gujarat,0
Uttarakhand HC orders govt to regulate usage of loudspeakers in places of worship,0
Kerala: Two more Kasaragod families missing for 10 days,0
"Inter-faith couple passport row: Woman’s address wrong, says UP police",0
MHA orders fresh FIR against DEM chief Asiya Andrabi for ‘unlawful acts’,0
Maternity perks may cost 1.8 million Indian women their jobs,0
Amit Shah’s two-day visit to West Bengal begins today,0
Apply for passport from anywhere in India now,0
Shooter Tara Shahdeo granted divorce from Raqibul alias Ranjit Kohli,0
Sharad Pawar: BJP invoking Emergency to hide its failures,0
"Railways to provide nylon blankets in AC coaches, to wash them twice a month",0
"SU 30 jet crashes near Nashik, both pilots safe",0
"Amarnath Yatra begins today: Pilgrims ready, ‘a little worried’",0
"AIADMK MLAs’ disqualification: SC rejects transfer plea, assigns case to another Madras HC judge",0
"PM Modi’s security guidelines: MHA says nothing new, no specific reference to ministers",0
"Aircel-Maxis case: Centre to decide whether ED officer facing corruption allegations should continue probe, says SC",0
Uttar Pradesh: Man ‘beats Dalit woman to death’ after her goats stray into his field,0
"Will leave Left Front if CPM allies with Congress, says Forward Bloc",0
J-K: Special Police Officer goes missing with AK-47 rifle,0
"Sushma Swaraj hosts Eid celebrations for envoys, says India won’t allow forces of hatred to disrupt ties",0
"Vijay Mallya’s plea: Let my firms sell assets worth Rs 13,900 crore, repay banks",0
Chennai-Salem highway: Plea in Madras High Court to nullify land acquisition for project,0
"Economy in a bright spot, India growth engine of world: PM Narendra Modi",0
"Japan looks at India in ‘new light’, says Indian Ambassador to Japan",0
"Madhya Pradesh BJP MLA weeps in House, claims harassment at minister’s behest",0
"Maharashtra activist claims mangoes from his farm benefited childless couples, civic body sends him notice",0
Army Chief Bipin Rawat says UNHRC report on Kashmir ‘motivated’,0
"Kafeel Khan’s brother writes to President, PM; alleges laxity in probing attack on family member",0
Bengal Gov Keshari Nath Tripathi condemns Emergency: Dark days,0
BJP trying to impose ‘institutional emergency’: Sitaram Yechury,0
A Health Ministry poster on coping with depression has angered doctors,0
"No strains in Congress-JD(S) alliance in Karnataka, says HD Deve Gowda",0
"Aaditya Thackeray justifies plastic ban, apologises for inconvenience",0
"P Chidambaram’s kin abducted and murdered, three held: Coimbatore police",0
Social security cover extended to 50 crore people: PM Modi,0
"Pakistan boy, who inadvertently crossed over to Indian side in Poonch, repatriated",0
"Rajasthan labour department asks employees not to wear jeans, T-shirt to work",0
"PM Narendra Modi to address rally in Maghar, offer ‘chadar’ at Kabir’s ‘mazaar’",0
Gujarat govt seeks Israel’s technical support to set up desalination plants,0
Yogi Adityanath to UP Police: Carry out raids in night hours only in serious cases,0
Prakash Raj on Gauri Lankesh killers ‘planning’ to kill him: They will not get away with hate politics,0
"WCD ministry dismisses survey ranking India as most dangerous country for women, terms methodology flawed",0
Bombay High Court asks why prices of expensive food items in multiplexes can’t be regulated,0
Weather HIGHLIGHTS: IMD predicts more rains for northwest India in next 24 hours,0
Govt hikes ethanol price by Rs 2.85/litre for 2018-19,0
Freedom of religion as important as freedom of rights and freedom of people: Nikki Haley on India visit,0
"Railway keymen, incharge of detecting track defects, want shorter ‘beat length’",0
Shelter-homes for trans learners; Kerala shows new path,0
BJP questions Rahul Gandhi’s silence over IT notice to Robert Vadra,0
Volleyball player shot dead in Hisar district,0
Directed all contractors not to cut trees in any redevelopment projects in South Delhi: NBCC,0
Pune: Bank of Maharashtra CEO and MD Ravindra Marathe granted bail in DSK case,0
"BJP slams Vijay Mallya over his letter to PM Modi: ‘No change of heart, law is catching up’",0
Class 12 student allegedly gangraped by five youths for three days in Himachal Pradesh,0
"Punjab: Mass movement against drugs launched on social media, Amarinder under fire for staying mum",0
Sushil Modi fires fresh corruption salvo at Tejashwi Yadav,0
First Inter-state translocation project: Odisha gets second big cat from Madhya Pradesh,0
"Talking of ‘strong’ India, JNU V-C quotes Syama Prasad Mookerjee speech criticising Jawaharlal Nehru",0
Board of Investigation set up to probe Sukhoi crash near Nashik,0
Tension in Gujarat village after businessman’s killing,0
India votes against draft decision on chemical weapons use at OPCW meet,0
BJP karyakartas should play the role of communicator: CM Devendra Fadnavis,0
"India, US officials to meet again to discuss tariff related issues",0
Amit Shah criticises those who tried to ‘communalise’ Vande Mataram,0
NITI Aayog to set up sub-group to study treatment pricing under Ayushman Bharat,0
"US Ambassador to UN Nikki Haley meets PM Modi, calls for cutting dependence on Iranian oil",0
Punjab: Fresh drug death videos heat up politics over smuggling in Tarn Taran,0
"J-K: Special Police Officer cop escapes with rifle, joins Hizbul Mujahideen",0
ED complaint against Asaram son Narayan Sai in case of bribing officials,0
"Punjab: Cabinet nod to amendments to absorb MLAs into corporations, boards",0
BJP hits out at Amarinder on Punjab drug deaths: Total failure in curbing menace,0
"Day after Jharkhand attack: Maoist killed, another injured in encounter",0
Monsoon alert for Haryana,0
"Deaths of last year on its mind, Maharashtra steps up pesticide vigil",0
Sushma Swaraj holds talks with Uzbekistan’s Deputy PM on ways to boost ties,0
"Former Lok Sabha Speaker Somnath Chatterjee suffers hemorrhagic stroke, critical",0
Pakistani militant who fled from Valley hospital among three who killed Shujaat Bukhari: J&K Police,0
A denied patent stands between farmers and GM cotton,0
"In times of surplus, milk is no longer honey",0
"Aircel-Maxis case: Supreme Court says govt can probe officer, but ED backs him",0
"BJP karyakartas should sharpen communication skills, take reforms, policies to people: CM Fadnavis",0
Fadnavis: Banks should show sensitivity while disbursing crop loans to farmers,0
"New roads, better security, organised traffic: What is new to this Amarnath Yatra",0
Odisha govt increases health cover for women,0
"US envoy Nikki Haley meets PM Modi, discusses cooperation in counter-terror",0
"Maharashtra Cabinet clips corporators’ wings, gives more financial powers to civic chiefs",0
Dalits return to Odisha village after attack — with assurance from officers,0
"Maharashtra: 29 websites offering pirated movies, music, suspended, says special police unit",0
"For on-track performance, Indian Railways pushes back arrival time",0
US puts off ‘2+2 dialogue’ with India: ‘unavoidable reasons’,0
Affordable Home Loans: ‘Two out of five loan applicants lack income proofs’,0
"Surgical strikes video out, shows terror casualties, damage to bunkers",0
One held for lynching woman beggar; minister urges people to not pay heed to rumours,0
Aurangzeb forced Kashmiri Pandits to change their religion: Yogi Adityanath,0
‘Abetting’ suicide of real estate broker: Bombay HC rejects anticipatory bail plea of Pune corporator,0
"For MHADA lottery of flats, 26 fake websites invite applications, case lodged",0
"PM security guidelines not new, says MHA",0
"2019 Lok Sabha polls: Cong to hold meeting of MLAs, panchayat leaders",0
Supplementary prosecution complaint filed against Chhagan Bhujbal,0
Congress censored Vande Mataram to suit its policy of appeasement: Amit Shah,0
Amit Shah’s 2019 plan: BJP should win half of Bengal,0
"Jharkhand: One killed as Patthalgarhi supporters, police clash, three cops still missing",0
Gujarat govt to give Rs 300 crore export subsidy to Amul,0
"Rahul Gandhi won’t be treated like Amit Shah, don’t like his face: All-World Gayatri Pariwar chief",0
"Jaggi Vasudev joins Baba Ramdev in support of Sterlite, says ‘lynching large businesses is economic suicide’",0
Man arrested for ‘Maoist link’ by ATS named in Elgaar Parishad pamphlet; Pune police seek more information,0
"Hizbul, JeM used children in Kashmir during clashes with forces: UNSG report",0
"Surgical strike video: Congress says blood of our soldiers can’t be used for political gains, BJP hits back",0
Kumar Vishwas: AAP leaders who doubted surgical strikes should now seek forgiveness,0
"Hizbul, JeM recruited, used children in Kashmir during clashes with security forces: UNSG report",0
"Surgical strikes: From September 29 night ops to latest video proof, all you need to know",0
"TMC MP Anupam Hazra wins case against Centre, Visva Bharati in HC; to be reinstated",0
Amarnath Yatra temporarily suspended due to heavy rains in Jammu and Kashmir,0
Two minor girls found hanging from a tree in Bihar,0
"Modi in UP HIGHLIGHTS: Those who imposed Emergency and those who opposed it are now together, says PM",0
"20 years on, this Hyderabad woman waits for Indian citizenship",0
Indian Railways passenger grievance redressal: Here is how you can lodge complaints online,0
Delhi Sikh gurdwara committee requests Nikki Haley to take up issue of 52 Indians held in US,0
Indian-origin lawyer appointed judicial commissioner of Singapore’s apex court,0
"Our fruits are safe, buy them: Farmers in Kerala’s pineapple hub thrash rumours",0
Postponement of 2+2 dialogue with India unrelated to bilateral ties: US,0
"Truck transporting cattle to Kashmir intercepted, set on fire",0
"Maharashtra Govt tries to curb sowing of illegal Bt cotton, but probe team faces manpower crunch",0
"PM Modi sets tone for 2019 election campaign, slams Opposition parties’ hunger for power",0
Foot and mouth disease control programme satisfactory in Maharashtra: OIE team,0
"Tree felling in Delhi: Rahul Gandhi gives call to fight BJP, AAP ‘madness’",0
PM Narendra Modi to land at Lucknow airport due to heavy rain forecast for Gorakhpur,0
All security arrangements made; no cause for worry: JK Governor,0
"HC orders Bengal govt to compensate trafficking victim, says right to relief notwithstanding result of criminal proceedings",0
26/11 Mumbai terror attack case: Pakistan court issues notice to interior ministry to produce Indian witnesses,0
Not received any request for Rahul Gandhi’s visit to Kailash Mansarovar: MEA,0
‘India preparing for cut in oil imports from Iran’,0
"Amit Shah slams Mamata govt over violence in West Bengal, says BJP workers sacrifice won’t go in vain",0
No study by Maharashtra govt before imposing plastic ban: NCP,0
"Uttarakhand Chief Minister orders arrest, suspension of school principal for ‘showing disrespect’",0
Khunti gang-rape incident pre-planned: National Commission for Women,0
NDA will remain intact in Bihar: Ram Vilas Paswan,0
"Amid govt’s ‘clampdown’ on black money, Indians’ money in Swiss banks rise 50 per cent",0
Delhi Metro services may get severely hit due to strike on June 30 by DMRC staffers,0
"Nikki Haley: India, US share freedom of religion; our nations can only be held together with tolerance",0
BJP’s decision to exit govt in Kashmir was ‘conscious’: CPI(M),0
Haryana govt to start concessional canteens for labourers: MoS Saini,0
Sushma Swaraj assures help to 20 Indians stranded in China,0
J&K: Rajouri DCP suspends four gazetted officers for dereliction of duty,0
Congress-JD(S) ‘differences’ would be resolved: Deputy CM G Parameshwara,0
"Amid seat-sharing tiff murmurs, NDA allies await Amit Shah’s Bihar visit next month",0
Congress should realise mistake of doubting armed forces: Parrikar on surgical strikes video,0
MoD data on pending litigation raises doubts on correct numbers,0
Somnath Chatterjee’s condition stable: Hospital sources,0
PM Modi invoking Saint Kabir for political gains: Mayawati,0
Political development in Maldives a matter of concern: MEA,0
Swiss banks’ profit up at CHF 9.8 billion; foreign deposits down,0
Punjab CM Amarinder Singh mourns Surinder Singla’s death,0
"TMC hits back, asks Amit Shah to pay attention to BJP-led central govt",0
Will take steps to ensure energy security not comprised: MEA on oil import from Iran,0
Haryana Congress chief chairs meeting on ‘Congress Ghar Ghar’ programme,0
Maharashtra: Shiv Sena one up on BJP in council polls,0
Postponement of 2+2 dialogue not related to bilateral ties: US,0
"Focus on Bengal, not a grand alliance, Amit Shah advises Mamata Banerjee",0
Sounds of Rabindrasangeet are getting drowned in bomb blasts: Amit Shah in Purulia,0
"Govind Pansare, Narendra Dabholkar murders: HC says probe not sincere; summons CBI, state officials",0
Dharmendra Pradhan proposes natural gas pipeline along Maharashtra Prosperity Corridor,0
"Names of Bimal Gurung, aide Roshan Giri struck off Darjeeling voters’ list",0
"Can’t tolerate Pakistan becoming terror haven, have told them: Nikki Haley",0
"BJP legislator demands stay on plastic ban till Dec 2019, meets CM",0
"Row over surgical strike video: Govt using Army action for political benefit, says Congress",0
"Cong MP, MLA meet Partha Chatterjee: ‘Talked about possible alliance with Trinamool’",0
"Sweden, Finland developing technology to curb India’s pollution woes",0
"Maharashtra: Plastic ban should be postponed till December 2019, says BJP MLA Raj Purohit   ",0
"Row over surgical strike video: Congress stand will make terrorists in Pakistan happy, says BJP",0
Punjab Congress leader Surinder Singla passes away,0
"Minority status for Jews in Gujarat soon, says CM Vijay Rupani",0
Nirav Modi did not have more than one passport: MEA,0
"Maharashtra seeks proof of massive plantation drive: ‘use drones to take photos, videos of sites’",0
"ED joint director Rajeshwar Singh: Encounter cop to white-collar crime investigator, a journey fraught with controversy",0
"Former Lok Sabha Speaker Somnath Chatterjee suffers hemorrhagic stroke, critical",0
"West Coast refinery will be built in Maharashtra, says Fadnavis",0
Jharkhand stand-off: Cash prize for info on three abducted policemen,0
"Hawala operator held in Mumbai, linked to Dawood Ibrahim",0
J&K: 3 Armymen injured in grenade attack in Shopian; one militant killed in Kupwara,0
Defence office warns Army officers about ‘fraud calls’,0
Money of Indians in Swiss Banks jumps 50% after decline for three years,0
"Ahead of monsoon session, BJP’s Vijay Geol meets Manmohan Singh",0
IRCTC’s Premium Tatkal quota by Indian Railways: All you need to know,0
"Maharashtra: As alternate markets take off, wholesale markets lose business",0
"3 hrs 2 times 2500$: In Chicago, details emerge of Andhra actors caught in flesh trade",0
"Marking ‘Prasanta Chandra Mahalanobis’ birth anniversary, Vice-President Venkaiah Naidu to release Rs 125 coin today",0
"Parties attended swearing-in, doesn’t mean they would contest together: Deve Gowda",0
"Uttarakhand school teacher’s suspension: Harish Rawat terms it insensitive, demands revocation",0
PM Modi pays visit to Vajpayee at AIIMS for the third time,0
"Pune: After futile search for missing head, family accepts body of decapitated murder victim, conducts last rites",0
1 million downloads in two days: Sushma Swaraj’s passport seva mobile app a big hit,0
"Centre’s top priority to build modern healthcare infrastructure for poor, middle class: PM Modi",0
"Village transformation plan: Maharashtra govt inks 62 MoUs, 10 letters of intent",0
Govt clears list of clothing items required to be procured by soldiers using special allowance,0
Yogi Adityanath declines to wear cap at Kabir’s mausoleum,0
Maharashtra: Activists decry broad gauge conversion of railway track through Melaghat Tiger Reserve,0
Amarnath Yatra 2018: Third batch of pilgrims leave amid heavy rains,0
"PM Narendra Modi targets SP-BSP alliance: They worry about bungalows, not poor",0
"JD(U) wants a ‘respectable’ number of seats in Bihar in 2019, eyes other states too",0
Two meteorite-like objects fall in Uttar Pradesh village,0
"Plot to kill Shujaat Bukhari hatched in Pakistan, Lashkar-e-Toiba behind it: J&K Police",0
"Goa: Woman raped by taxi driver, accused held",0
"Amarnath Yatra 2018: Heavy rain, snow leave pilgrims stranded, drones on the blink",0
US imposed tariffs will make no major impact on steel production in India: Chaudhary Birender Singh,0
"Pinarayi Vijayan slams BJP: With 50% rise in Swiss deposits, Centre’s note ban exercise exposed",0
"Man lynched, another beaten up in Alwar: The many cases of suspected ‘child lifters’ being lynched across India",0
J&K: Fresh landslide blocks Jammu-Srinagar national highway,0
"Modi-Fadnavis dictators, noise against Emergency a farce: Shiv Sena",0
"Suresh Prabhu launches mobile app ReUnite to trace missing, abandoned kids",0
Government to oppose nikah halala in Supreme Court,0
New video shows chartered plane crash in Mumbai that killed five,0
Low-cost drinking water boon for arsenic hit Bengal villages ,0
India needs Pakistan for accessing European market: former National Security Advisor Nasser Janjua,0
"States will get to levy additional taxes on top of 28% GST on petrol, diesel: Sushil Modi",0
"One more dies in Assam flood, toll reaches 32",0
China’s PLA holds high altitude drill in Tibet first time since Doklam,0
"BJP using surgical strike, Emergency to hide failures: Goa Congress",0
"Congress leaders Saifuddin Soz, Ghulam Nabi Azad accused of sedition, hearing tomorrow",0
Rise of Indian money in Swiss banks not surprising: Sitaram Yechury,0
Mayawati says surgical strikes video released by Modi govt to distract people before 2019 polls,0
Rahul Gandhi mocks PM Modi: ‘Will bring back all money… to no black in Swiss Banks’,0
‘Shaky presumption’ to assume all deposits are tax evaded money: Arun Jaitley on Swiss bank data,0
Nitin Gadkari wants banks to find ways to fund stalled road projects,0
Suspended school principal to be investigated for violating decorum as teacher: Uttarakhand Education Dept,0
AirAsia graft case: CBI summons India head Ramachandran Venkataramanan to appear on July 3,0
Amit Shah appoints Madanlal Saini as BJP’s Rajasthan unit president,0
Delhi Metro services to continue as HC restrains DMRC workers from going on strike tomorrow,0
AMMA row: Protest against president Mohanlal for taking actor Dileep back,0
"AAP set to revive Delhi statehood demand, to launch campaign seeking mass support",0
Cabinet nod for big hike in MSP of kharif crops next week: PM Modi,0
Dileep controversy: Kerala CPM flays AMMA for reinstating rape bid accused,0
Uttar Pradesh: Armyman arrested ‘for killing wife over dowry’,0
"Nun alleges sexual assault, FIR lodged against bishop in Kerala",0
Companies’ directors to furnish personal mobile numbers for verification: Government,0
"Jharkhand stand-off: Four cops abducted by Patthalgarhi supporters freed, says police",0
Amarnath pilgrims left stranded after landslides disrupt traffic on Jammu-Srinagar highway,0
West Bengal govt raises retirement age of nurses to 62 years,0
Bombay HC allows 25 people to file tax returns sans Aadhaar details,0
Railways eliminates all unmanned level crossings from 4 zones,0
Centre advocating ration delivery vindicates our stand: AAP,0
"J-K: Three militants killed in Pulwama, youth dies in clashes with security forces at encounter site",0
Bimal Gurung slams TMC govt for removing his name from voters’ list,0
Multi-layered plastics to be used in road construction in Punjab,0
"Three months after Gujarat fisherman died in Pakistan jail, his family waits for body",0
"Seeking subsidy, Swabhimani threat to stop milk supply to Mumbai",0
BJP takes ‘soft line’ approach towards Siddaramaiah,0
Amount allotted for national highways in WB inadequate: Mamata Banerjee to Nitin Gadkari,0
"BJP readies to meet Opposition unity in Uttar Pradesh, smells ‘disunity’ chance in Karnataka",0
"Cabinet nod to implement MSP for notified crops soon, says PM Modi",0
"Rajasthan: Father, brother booked for killing 17 year old boy for alleged human sacrifice",0
J-K governor appoints Khurshid Ganai as third advisor,0
"Many Congress, JDS leaders ready to join BJP, claims Yeddyurappa",0
"Everything is fine, NDA as united as ever: Ram Vilas Paswan",0
"Land acquisition for Bullet Train Project in Gujarat: Farmers try to block land survey, driven out by police",0
Ramgarh lynching: HC grants bail to eight of 11 convicts on life term,0
"Woman raped in Goa, taxi driver arrested",0
Father held for killing daughter over affair in Muzaffarnagar: Cops,0
"In Bengal, Congress group wants tie-up with TMC",0
Jammu-Kashmir: Flash floods wash away 48 MW hydel project bund,0
"Bigger AIIMS push in  last four years than since Independence, says PM Modi",0
Revathy questions AMMA’s decision to take back Dileep when case is still in court,0
"Opposition cites falling rupee, Swiss bank data to attack Govt",0
Gujarat HC rejects MLA’s plea against invalidation of caste certificate,0
Three Bank of Maharashtra officials granted bail in DSK fraud case,0
"MP govt releases coffee table book on Anandiben Patel, Congress flays move",0
Jharkhand’s aid to Kailash Mansarovar pilgrims,0
"Madan Lal Saini, BJP leader close to RSS, named party’s Rajasthan unit chief",0
Uttarakhand: Suspension orders issued against teacher for ‘disrespecting’ CM,0
"Madhya Pradesh: 8-year-old fights for life after gangrape, protests spread across Mandsaur",0
Chhattisgarh team in Bihar for lesson on liquor prohibition,0
"After 2+2 delay, India declines US offer to host Nirmala Sitharaman",0
"J&K encounter: Three militants gunned down, teen killed in clashes",0
Income Tax Returns 2018: Here is all you need to know,0
"An elephant, its renaming, and a fight for tribal identity in Kerala",0
Monsoon covers country fortnight early,0
Maharashtra: Shiv Sena slams BJP over ‘poisonous’ Nanar project,0
China conducts drill in Tibet to test logistics,0
"Delhi, Mumbai airports among least punctual claims global ranking report",0
J&K on high flood alert; 3 dead in rain-related incidents in Jammu,0
Vijay Mallya summoned by PMLA court on August 27 under new Fugitive Ordinance,0
"Mumbai-bound Jet Airways flight suffers bird-hit, returns to Rajkot",0
Jammu: Authorities set the ball rolling for construction of border shelters in J&K,0
"Air India flight delayed due to ‘technical reasons’, passengers held up for 6 hours at Delhi’s IGI airport",0
Rs 57 cr less to be paid to airlines this year as air fare for Haj pilgrims: Naqvi,0
Swaraj Kaushal calls out troll by retweeting tweet attacking Sushma Swaraj,0
J&K Police say exposed major scam at IGNOU centre in Kathua,0
Chhattisgarh delegation tours Bihar to learn from its prohibition experience,0
India lauds global financial watchdog FATF’s decision to place Pakistan on ‘grey list’,0
"PM Modi reviews progress on development of islands, calls for developing tourism-centric ecosystem",0
Maharashtra Legislative Council polls: BJP set to become single largest party in Council,0
"More rains likely in New Delhi today as monsoon picks up, flood alert issued in J&K",0
"Two Gujarat fishermen released by Pakistan reach Gujarat, hospitalised",0
Man who led stir for justice in Kathua case faces domestic violence charge,0
"J&K: One militant killed, two managed to escape encounter site in Pulwama, clarifies police",0
Heads of Indian missions attend brainstorming meet in Delhi,0
"Rahul Gandhi: ‘Brutal rape of 8-year-old in Mandsaur is sickening, must protect our children’",0
J-K rains HIGHLIGHTS: Amarnath Yatra to resume as weather improves,0
"Ishrat Jahan encounter case: Court concludes hearing on Vanzara discharge plea, reserves order till July 17",0
Odisha: Record number of crocodile nesting sites found in Bhitarkanika,0
Sexual assault: Kottayam nun to go ahead with legal action against Bishop,0
RP Thakur takes charge as Andhra Pradesh DGP,0
Stranded Punjab youths in US: 30 travel agents booked by Kapurthala police,0
"From boneless chicken to hand sanitisers, here are the several changes IRCTC is introducing from July 15",0
Arundhati Roy hits out at Modi government for formalising ‘Hindu Rashtra’,0
"Mumbai’s Victorian Gothic, Art Deco buildings get UNESCO World Heritage tag",0
Court finds former Jharkhand minister guilty of murder,0
"Andhra Pradesh student raped, blackmailed with assault video; three arrested",0
"LIC stake in IDBI bank: Congress, Left slam govt for risking savings of 38 crore LIC policyholders",0
"J&K clash: Doctor treats victims all day, then finds son dead",0
Gauri Lankesh killing: SIT finds outfit linked to Hindutva group had 60 on rolls to fuel violence,0
"Subsidised LPG prices hiked by Rs 2.71, non-subsidised by Rs 55.50 per cylinder",0
"Income tax return: Deadline to link Aadhaar card with PAN card extended till March 31, 2019",0
Former DMK MLA Kandasamy passes away,0
"How can US ‘interfere’ in India’s sovereignty, asks Owaisi",0
Arbitration may help reduce backlog of pending cases: Justice Kurian Joseph,0
Man from Kyrgyzstan undergoes successful liver transplant surgery,0
"Three held for rape, blackmail of student, says Police",0
"Kumaraswamy calls all-party meet, Karnataka govt to appeal in SC against Cauvery water authority",0
B Sriram takes charge as MD and CEO of IDBI Bank,0
"‘Most people know of harmful effects of plastic, but being environment-friendly is only for social media’",0
Salem-Chennai expressway not for benefit of any individual: Tamil Nadu CM Palaniswami,0
"Jammu-Kashmir: Day after encounter, cops say one militant killed, two fled",0
Sushil Modi fires yet another salvo against Lalu family,0
Record number of Haj pilgrims despite abolished subsidy,0
"Flood alert in central, south Kashmir as Jhelum swells",0
Union Minister Satyapal Singh rejects Darwin again: I am not a child of apes,0
‘Exemplary action against those meddling in college admission’: Partha Chatterjee,0
"Subodh Jaiswal becomes top Mumbai cop, Datta Padsalgikar takes charge as Maharashtra DGP",0
"Judicial Academy to be developed as international centre for mediation, arbitration and conciliation: Justice Kurian",0
R&AW hand Subodh Jaiswal is Maharashtra police chief,0
"Once Mamata’s aide, former-IPS officer Bharati Ghosh accused of extortion, graft",0
"One arrested for harassing Bihar girl, uploading video",0
"Patthalgarhi latest to trigger face-off between BJP, Church in Jharkhand",0
One year of GST: Maharashtra sees growth in revenue; crackdown on defaulters soon,0
Himachal Pradesh: Panchayat pradhans to face disciplinary action for non-utilisation of funds,0
Railways steps in after UNESCO warns Darjeeling toy train off track,0
"J-K: Kishtwar district magistrate tells WhatsApp admins to register in 10 days, threatens UAPA",0
Priyanka Chopra’s film on Tagore: Visva-Bharati University denies permission for on-campus shoot,0
Punjab drug deaths: CM Amarinder Singh calls special cabinet meeting tomorrow to discuss drugs,0
"Mandsaur gangrape victim better, parents want school to answer",0
"‘No point’ meeting Nitish Kumar, Hardik Patel visits Tejashwi Yadav",0
"New Rajasthan BJP chief compares post to ‘crown of thorns’, says polls not easy",0
"Will make diesel rates in Haryana ‘cheapest’ in India, claims Bhupinder Singh Hooda",0
Court summons for Vijay Mallya on August 27: ED,0
"NSA Ajit Doval’s son Shaurya’s move, from power hub to base at home",0
PM Modi reviews development of islands,0
"Jain body locks horns, goat export to Sharjah from Nagpur culled",0
Gujarat plans to model its beaches on those in Israel,0
"Punjab: Woman, who accused DSP of pushing her into drugs, launches anti-drug campaign with Bains brothers",0
Surgical strikes sent a message to Pakistan that India can enter Lahore anytime: RSS leader,0
"Days after calling out abuse, Sushma Swaraj starts Twitter poll on trolling",0
"Property details of IAS, IPS officers: Cases still pending in HC, info panel, files weeded out",0
Bargari sacrilege incident: Justice Ranjit Singh panel submits report to Amarinder,0
Gujarat CM: Strong collaboration with Israel could address core areas outlined by government,0
Puducherry 2018-19 budget to be presented on Monday,0
Rajnath Singh assures all possible help to J&K to deal with floods,0
"Will PM Modi accept his ‘failure’ in bringing back black money, asks Mayawati",0
Pakistan hands India list of 471 Indian prisoners in Pakistani jails,0
"Delhi air quality: No time to rejoice, planning needed for winter, say experts",0
"Chidambaram slams govt on ‘GST Day’, says tax reform thrust upon an ‘unprepared nation’",0
Absolutely outrageous: Mehbooba Mufti on trolling of Sushma Swaraj,0
Lok Sabha polls 2019: Uphill task for BJP as Amit Shah sets 26 seat target in Gujarat,0
Chhattisgarh: Hardcore Naxal leader killed in encounter with police,0
Govt may not approach SC in individual cases where financial implication is below Rs 50 lakh ,0
"Yogi, Tendulkar, Gadkari among 174 VIPs who demand new railway zones, divisions",0
Developments in favour of bank in US bankruptcy case of Nirav Modi firm: PNB MD,0
Bengal Congress divided over alliance with TMC,0
"More than 19,500 mother tongues spoken in India: Census",0
Delhi minorities panel seeks ASI response on steps taken in Khriki mosque issue,0
Bihar: Nitish Kumar govt initiates process to identify girls eligible for education scheme benefits,0
Family to get DDA flat after 39 years due to Delhi High Court directive,0
NBCC gets green nod to redevelop Sarojini Nagar colony,0
"GST monumental economic reform, best yet to come: Arun Jaitley",0
